r,g,b,dbins
10.072178981973682,28.638086217515458,33.90024269640525,0.72
9.884211699341979,27.571974177759877,32.2856464212195,0.8200000000000001
10.827273014725014,29.573263859518004,34.27249164251935,0.9199999999999999
12.529291474714832,33.75736948425711,38.52135483858897,1.02
14.947313561467368,40.05027273613112,45.578776230392926,1.1199999999999999
16.409029118411354,44.3570167653383,50.30921946863865,1.22
17.094181837032192,46.6246670236482,53.110797703254306,1.3199999999999998
16.20612406234763,44.56785482774971,51.100847202786575,1.42
15.916235358709628,44.350830789520145,51.32024655968294,1.5199999999999998
16.071400705688404,45.5129483642427,53.3474089359373,1.6199999999999999
15.089832031164358,43.19399746842842,51.082284107827554,1.7199999999999998
15.602787262577277,45.19949820767987,53.58813024608361,1.8199999999999996
15.794397339593097,45.69987244883574,54.15046720010317,1.9199999999999997
15.55066440704704,45.12511289366079,53.71389982812426,2.0199999999999996
15.254792415613501,44.59130177116978,53.546304978381755,2.1199999999999997
12.781115439600054,37.62047777788069,45.548136172540346,2.2199999999999998
10.83135803339099,32.104265026803986,39.16045325118568,2.3199999999999994
8.292242663464442,24.832798105196783,30.781126748496444,2.42
