r,g,b,dbins
6.832719892333858,9.197756278614255,8.658354347098753,1.0
3.3824975070289947,4.769898223001649,4.323174388597308,1.1
3.4314984933012607,5.039362616212876,4.380233217473314,1.2
4.103461274908295,5.601899761925242,4.943450532580668,1.3
3.2310293971246784,4.2947890453335065,4.404589768225815,1.4
2.489381224707482,3.476839371809155,3.433696511090284,1.5
2.4781364292159944,3.399781115659897,3.4452880216638215,1.5999999999999999
3.1938956510544063,4.169263873538854,4.2019457294563605,1.7
1.4951946936618976,2.7991625752730696,3.1197337331674873,1.7999999999999998
2.1903546321026877,3.06085377560375,3.357832363928583,1.9
2.473860261073136,3.4671715791743973,4.297278796751625,1.9999999999999998
2.2740626096607235,3.8545061556298257,3.972553175875714,2.0999999999999996
2.437179660786192,3.2973883662580725,4.153376679150864,2.2
2.45781738790969,4.057226544416377,4.156828132852125,2.3
1.40190942383939,3.394924308768399,3.4487348864599094,2.3999999999999995
1.3579368073242117,3.458026928380981,3.475142540204947,2.5
2.4784876990194933,3.469459406237964,4.358976668465305,2.5999999999999996
2.4587310995568714,3.478688303961811,4.314433896835766,2.6999999999999997
2.483704706254444,4.120790571383158,4.396398909130279,2.8
2.48384891960567,4.15634335757408,4.460000863265864,2.8999999999999995
2.48863117656657,3.464739425610545,4.442945433477911,3.0
2.4848222055687486,4.3961828566282195,5.291626474436401,3.0999999999999996
2.4800519581302916,5.053730478945916,5.1820340882856195,3.1999999999999993
2.4875537895253745,4.400833399706744,5.252154297275203,3.3
2.480610732543164,5.090643609399597,5.974076040397465,3.3999999999999995
3.2363435335674677,5.054356018130617,5.956530501002871,3.5
2.481910003672324,5.05702681611733,5.945194289007815,3.5999999999999996
2.48510868455519,5.07375161937234,5.326234566374445,3.6999999999999993
2.4873525435265966,5.040058798891367,5.414562360353053,3.8
2.4828307287142457,5.177692743867423,6.08486733465091,3.8999999999999995
2.4786397107405964,5.163892140151081,6.080656459399063,3.999999999999999
3.357669553741517,5.921898038792817,6.868541888948584,4.1
3.356557908962435,5.902237663626531,6.857481458058822,4.199999999999999
3.3887406307728583,5.985950739917756,6.970958337773245,4.299999999999999
3.390271601593098,5.943450753088429,6.944952265200905,4.3999999999999995
2.4593502102649745,5.4039200489822035,6.373039787296605,4.499999999999999
2.4726304835055988,5.903879042752371,6.872525037652631,4.6
2.4601198869266083,6.051989301248336,7.051179557661585,4.699999999999999
2.461057757269352,5.391823406234926,6.300032146501038,4.799999999999999
2.4536749870504173,6.094404009368573,7.073487134651901,4.899999999999999
3.4583584480412006,6.317644636294884,7.305596561533508,4.999999999999999
2.3313081635136443,6.353437121789744,7.312594662179205,5.1
2.426786920273174,6.278385656038884,7.289128991233765,5.199999999999999
3.4282977156482852,6.2181112063618835,7.243286171354988,5.299999999999999
2.39885864849846,6.242228909968713,7.336079998895126,5.399999999999999
2.4069008378164978,6.2486607252669915,7.30932960051073,5.499999999999999
2.437102378662111,6.276373606542197,7.301370492486838,5.6
2.397144264384777,5.3997550164346135,7.395562101868924,5.699999999999999
2.2253052919497724,6.444089400744737,7.430883130039497,5.799999999999999
2.343815444167474,6.3785933282205525,7.372077233783744,5.899999999999999
2.3641854983291024,6.375799587445536,7.320414063445984,5.999999999999999
2.310215237679869,5.140906599809515,7.405012681605138,6.1
2.267961531103274,5.200173650299346,7.453890420472997,6.199999999999999
2.357953685740608,5.359117310439768,7.456377700098577,6.299999999999999
2.360514865760436,5.231739087692482,7.462499383941053,6.399999999999999
2.2405613100872035,6.4541373099660255,7.424355021413538,6.499999999999999
2.250836586220913,6.456065480789909,7.403982807873727,6.599999999999999
2.3197908574872326,6.45937987019469,7.388325760007741,6.699999999999999
2.097536948278038,6.461539845654693,8.449984272222608,6.799999999999999
1.9969159392430516,6.457333311688363,8.454592314846526,6.899999999999999
1.9099708682019412,6.441541064482273,8.455549901161787,6.999999999999998
1.8228208583727195,6.410520496516919,8.450422444390673,7.099999999999999
2.0644338024161613,6.329284143717632,8.388452632425185,7.199999999999999
1.8168848608700776,6.355889983224179,8.415471590496388,7.299999999999999
1.5576696471538798,6.293707381553372,8.409451998406494,7.399999999999999
1.2437324099149922,6.10963600582916,8.323263548900389,7.499999999999998
3.4913313686908767,7.445827864950975,8.225880637266501,7.599999999999999
1.4708929664587609,7.405883766081735,8.225184947940756,7.699999999999999
2.1582325399033193,7.2788728294495275,7.931551906981961,7.799999999999999
2.4057380370094994,6.136760146610666,7.831541728159062,7.899999999999999
2.4309419838409805,6.953458001651814,7.7692322181966,7.999999999999998
2.4594077968687595,6.754806372752385,7.52906369064317,8.099999999999998
2.477028968656348,5.765248173245309,7.306257211929007,8.2
2.4709740919124203,6.464175644734736,8.11569094338767,8.299999999999997
2.468706854484508,6.30635635791115,7.996586149558166,8.399999999999999
2.479410153282393,6.206157507708733,7.766048159362666,8.499999999999996
2.477711895543435,5.960849954409523,7.450686510426863,8.599999999999998
2.4757237919536803,5.979720173977875,7.543573960309272,8.7
2.4822668206835417,5.896105812883191,7.472618502764682,8.799999999999997
2.4863813945130615,5.795242230064019,7.306203715521208,8.899999999999999
3.361794545556081,6.748175506221208,9.47005356510116,8.999999999999996
3.463302690198863,8.211513314927224,10.127636637026951,9.099999999999998
3.4509835905870814,8.100698107091638,10.002224286286731,9.199999999999998
3.4617106937497075,8.08231522182947,9.912675391924084,9.299999999999997
3.4540722640057147,8.29759437270195,10.183885877167944,9.399999999999999
3.458547103900785,8.102766991496628,11.104609023593895,9.499999999999996
