r,g,b,dbins
21.90710386619822,37.52625776429501,37.0075671435104,0.48
21.771095048328476,37.035904431900846,34.667739688528236,0.5800000000000001
21.550569687405623,37.50661091261646,36.06441400128078,0.6800000000000002
20.191421730317444,35.227760725175216,32.68291543304365,0.78
17.63489833639505,29.49530512289564,26.152900034800755,0.8800000000000001
17.526425085484554,29.259972756268297,24.84402889267785,0.9800000000000002
18.214531147210753,30.494493875042206,24.74857285001987,1.08
19.01057915852436,32.64638546198163,27.05991632687105,1.1800000000000002
18.976099867513256,33.704682209340035,30.299308184440328,1.2800000000000002
18.56413631300264,34.63109139195899,33.85864953098304,1.3800000000000003
18.368194996047794,34.78877544234857,35.058373494967746,1.4800000000000004
18.924517272815752,36.69731509773431,37.57593362515517,1.5800000000000003
18.888873833957,37.483869836822194,38.6700860570502,1.6800000000000004
18.835205941625212,37.78156279858337,39.30290429617709,1.7800000000000002
18.2507505765051,36.83484198215692,38.392318431745494,1.8800000000000003
18.218674198579308,37.22312009244453,39.068351064942796,1.9800000000000004
18.202697141543013,37.22954372895556,39.16880589334323,2.080000000000001
17.49860642515784,36.06947382399198,37.98004450461188,2.1800000000000006
18.029434259856423,37.4383816925597,39.36174681800971,2.2800000000000007
17.85040481764095,37.25675977421267,39.16311962926941,2.380000000000001
17.031387685471657,35.413922631265585,36.97797587483669,2.480000000000001
18.146242584423945,37.5076289252668,38.741405924265166,2.580000000000001
18.408419852409736,38.442716895073424,39.696335422440555,2.6800000000000006
18.09457681356056,37.11017846614361,37.89161998781933,2.780000000000001
18.414246479070528,37.988086180863775,38.63614400322972,2.880000000000001
18.348213369039527,38.32372390663265,38.358405194601474,2.9800000000000013
18.954208324460193,37.671509786969224,38.14356411027604,3.080000000000001
17.778916079169687,35.17012990605797,36.99559691840474,3.180000000000001
18.209916604659334,36.12451981584236,37.823129408030226,3.280000000000001
18.78226640830993,36.66234905112104,38.54430732462307,3.380000000000001
21.608439646712462,35.46295387634936,38.866781157998034,3.4800000000000013
20.731428571428573,34.56514285714287,37.13485714285714,3.580000000000001
