r,g,b,dbins
21.187740561194715,37.23690280621222,36.658923702040774,0.48
20.590446541859958,36.17013240246763,33.797182742692335,0.5800000000000001
20.908562436673975,37.33990807390748,35.893168836988124,0.6800000000000002
19.475544741429605,34.87166303519019,31.65963313572479,0.78
15.719386646583645,27.91584045554966,23.971389910056313,0.8800000000000001
15.421843931889747,27.63675537828724,23.096540775672988,0.9800000000000002
16.074432870114368,28.92605752597775,23.431620509199337,1.08
17.42686122305458,31.775982782790635,26.413572586943047,1.1800000000000002
17.831762402326,33.38971290766325,30.127056533489267,1.2800000000000002
17.951631468262516,34.60369465966941,33.8759490460137,1.3800000000000003
17.74825103392368,34.73541572306451,35.05808702931812,1.4800000000000004
18.613493031595798,36.80061028824926,37.70137663074669,1.5800000000000003
18.805412949950657,37.68154175463386,38.87981987396093,1.6800000000000004
18.738628267052967,37.97425110149378,39.50293227953,1.7800000000000002
18.094134293531678,36.9967037239994,38.57679075160615,1.8800000000000003
18.087972468405606,37.43440615271441,39.28613365727782,1.9800000000000004
18.011197508576853,37.535024851736424,39.47960218781214,2.080000000000001
17.416289134561424,36.44588650232678,38.39473101758808,2.1800000000000006
17.970427802252043,37.814740640586486,39.762457619835565,2.2800000000000007
17.816369405907164,37.6605413105454,39.57569805513583,2.380000000000001
16.91776793943196,35.837629998655885,37.33275198111557,2.480000000000001
17.78769982925762,37.45836862975536,38.6897335516368,2.580000000000001
17.6310051644019,37.71905660102057,38.96966361204034,2.6800000000000006
16.965872376615952,36.16900199555538,36.94720069695337,2.780000000000001
17.202366391658778,36.83253062530822,37.480588447674165,2.880000000000001
17.52661083088677,37.60150168441043,37.636182972379245,2.9800000000000013
16.454208324460193,35.171509786969224,35.64356411027604,3.080000000000001
14.612249412503019,32.0034632393913,33.82893025173807,3.180000000000001
14.959916604659336,32.87451981584236,34.57312940803023,3.280000000000001
14.448933074976598,32.32901571778771,34.210973991289734,3.380000000000001
11.608439646712462,25.462953876349363,28.86678115799804,3.4800000000000013
10.731428571428571,24.56514285714286,27.134857142857143,3.580000000000001
