r,g,b,dbins
5.456439554164872,15.010865010467326,9.586990726766482,1.0
3.3745453696119574,9.112563735636867,6.618893119769269,1.1
3.280353394833344,8.843909652184001,6.497049436222004,1.2
3.973996591014063,11.256184818908537,8.08309807454423,1.3
3.1883825702846194,8.228481540545353,6.010233444561896,1.4
2.6348021504124475,6.655383527061185,5.3150453731206015,1.5
2.6495969895661977,7.44970503173459,5.5962080850449505,1.5999999999999999
2.8366604799898885,8.173011428401859,6.184525791597876,1.7
2.0414109638554123,6.229302977726466,4.6538292226036555,1.7999999999999998
2.6571731379615637,7.120897591093658,5.369693297147825,1.9
2.6492211425289245,6.71362792473644,5.405713986510176,1.9999999999999998
2.1387930696109247,6.6889482701386465,5.430310707218631,2.0999999999999996
2.1519056644735475,6.676654129394592,4.974275362956309,2.2
2.130508604803449,7.107067393597315,5.4489589134698715,2.3
2.0725179732695143,6.433052883799851,5.286362363642621,2.3999999999999995
2.088279823564304,6.0186962352614914,4.919521094414105,2.5
2.051774509422021,7.059175406463059,5.455362721785296,2.5999999999999996
2.133741160726858,6.729022060241169,5.082902787071666,2.6999999999999997
2.1617088023256983,8.022356727588242,6.300523851345711,2.8
2.2068795200272695,7.056953981653073,5.3214077941189855,2.8999999999999995
2.0743236001077743,6.650671528531177,5.60369157606012,3.0
2.224549695389938,7.763401070394761,5.994392689828794,3.0999999999999996
2.2544397259059754,8.509291704578283,6.701177018790193,3.1999999999999993
2.2038392630587196,8.153172071083462,6.441188400640932,3.3
2.2564489026786645,8.573065921261648,6.740207885978525,3.3999999999999995
2.9044504057889604,9.289108483407793,7.401437171708176,3.5
2.2462232759889447,8.616497321092893,6.763505753055469,3.5999999999999996
2.23068402404961,7.901665967351111,6.705902696944225,3.6999999999999993
2.2083364275479664,8.518500862232697,6.712460842428293,3.8
2.222228506568865,8.642029381386191,7.41144599604764,3.8999999999999995
2.280872037281245,8.735560209535281,7.478849882463087,3.999999999999999
2.335986780231531,9.053037748583684,7.708855471205059,4.1
2.2988602770274817,9.037118336184045,7.734637869459955,4.199999999999999
2.3309702001892294,9.078381880128417,7.793648033350751,4.299999999999999
2.300587671355689,9.040757899460562,7.7696171022424885,4.3999999999999995
2.3144800767012175,8.951381369747132,7.068757408532587,4.499999999999999
2.29681334308581,8.961263977558211,7.693957979984087,4.6
2.3123894330748906,8.935904370076415,7.684319335121869,4.699999999999999
2.3108047578069337,8.860293377780012,7.645106663714936,4.799999999999999
2.354207249628988,9.059824714472917,7.188668279385695,4.899999999999999
2.4036709885750724,9.17223533645591,7.302175827778429,4.999999999999999
2.4088323421199496,9.199043076568769,7.345722524494518,5.1
2.3752525382032643,8.519936319671437,7.2429450865874,5.199999999999999
2.3882672901651447,9.208708560400728,7.937148235755079,5.299999999999999
2.3989304557304125,8.658240967853137,7.363296751803512,5.399999999999999
2.3877130065569707,8.620680235848647,7.952416399992638,5.499999999999999
2.3668292415086487,8.452143373701132,7.251537869615544,5.6
2.3820057992841868,7.846939660735177,7.208843685397236,5.699999999999999
1.490319156042118,8.050535052113304,6.934994000584779,5.799999999999999
1.4899066514821089,8.14718072256793,7.442962021655944,5.899999999999999
1.491471479574198,8.022721271606382,7.365935304886716,5.999999999999999
1.4935762562621802,7.550646866543279,6.911980788935788,6.1
1.4938197494458691,7.618955372490177,6.972092238250514,6.199999999999999
1.4946862874005171,7.597528585963083,6.930828612236698,6.299999999999999
1.4950111106241528,7.624224601954176,6.960848167004569,6.399999999999999
1.4922204328376205,7.785942588298266,7.086168262982588,6.499999999999999
1.4917643325240335,7.8360736497420875,7.122781171047289,6.599999999999999
1.4932174180023514,7.840909181566725,7.1485806187703,6.699999999999999
1.4904434502287511,7.920596850361494,7.2062915172520565,6.799999999999999
1.4894090678230287,7.949145777779605,7.233800929108843,6.899999999999999
1.4902658782314628,7.987611579607798,7.278329827468311,6.999999999999998
1.4902363681301865,8.042139585543788,7.3434320167394365,7.099999999999999
1.4906973005347,7.417596400783582,7.34885855686242,7.199999999999999
1.489989311222975,8.084731004440986,7.357151001163314,7.299999999999999
1.488091581777352,8.102206330564636,7.37417826232345,7.399999999999999
1.4853247441565194,8.178606592978447,7.423234994678341,7.499999999999998
1.4795594636579135,8.233355073042892,7.427243728202084,7.599999999999999
1.4832952540775384,8.20865887571259,7.405721166179815,7.699999999999999
1.4862456945373903,8.19081199595693,7.34365942871776,7.799999999999999
1.4919678811610828,8.056829723279698,7.1860934262735,7.899999999999999
1.4916588902698322,8.038304664270806,7.12068047274,7.999999999999998
1.4929745964710575,7.987358095800117,7.017823261203717,8.099999999999998
1.4941572974024113,7.861602789698259,6.8070449792192145,8.2
1.4922510939290685,7.898685282713735,7.976458814108582,8.299999999999997
1.4919193986222432,7.906696970092396,7.973507750928242,8.399999999999999
1.494451752949654,7.727835885873605,7.880738841055383,8.499999999999996
1.4953421954011346,7.663828236980394,7.824094187960849,8.599999999999998
1.4947393324401812,7.77450459784174,7.867427187592371,8.7
1.4954246086290257,7.593319667492751,7.708115232959608,8.799999999999997
1.4960957433022037,8.429675975218887,7.555912051483878,8.899999999999999
1.488401820159787,8.908776382229561,8.012691050530115,8.999999999999996
1.4561453538267741,9.216805463938117,9.061353095935132,9.099999999999998
1.454303805922203,9.226687150720343,9.138871835258579,9.199999999999998
1.4448806325513162,9.924548563943512,9.164397902458058,9.299999999999997
1.4126892584790933,9.927985367985812,9.178346620282149,9.399999999999999
1.4243289951179792,9.963586256870432,9.194202812072852,9.499999999999996
1.417321114277335,9.934440492950065,9.186205507885523,9.599999999999998
1.4410955608731773,9.89548008697711,9.095011266987633,9.699999999999996
1.4769461780802595,9.686530071132507,8.876123332661987,9.799999999999997
1.4800284585992363,9.716860731534055,8.945167870290778,9.899999999999999
1.4899983442297184,9.45511351918516,8.646715893958591,9.999999999999996
1.4412082288657577,9.829156222812212,9.021829016022961,10.099999999999998
1.43201278912609,10.014802870873092,9.234643184838438,10.199999999999996
1.3286934041553704,10.16023745443409,10.080929364921545,10.299999999999997
2.4921676483489916,10.69256780337162,9.913682910535869,10.399999999999999
2.487336754042901,10.593541892487757,9.680195694641993,10.499999999999996
2.468384793791518,10.449200907087482,10.631326977067873,10.599999999999998
2.479541727091617,10.488577664984387,10.727050956331865,10.699999999999996
2.454584654269358,9.884781589617631,9.108162239374655,10.799999999999997
2.495598566023218,11.815757941968203,11.00549779372349,10.899999999999999
2.4964507841163277,10.983845306360067,10.919440188786822,10.999999999999996
