r,g,b,dbins
1.6140825749432468,4.034117085947373,3.2970349798151166,0.48
2.804756118192334,5.643550890746378,4.922261238390648,0.5800000000000001
2.2341434695520377,4.2446412312044295,4.208970263634994,0.6800000000000002
1.574082525603927,2.658714991182237,1.5647733988192984,0.78
1.0091933726064592,1.5450740622033725,1.0140263601337893,0.8800000000000001
1.0112991479313258,1.540513763488836,1.003086278556798,0.9800000000000002
1.0357822973373707,1.5982306074681232,1.587822801145997,1.08
1.0770250767131488,2.2447822540656763,2.2504610882758196,1.1800000000000002
1.0206085633935997,2.8199415502154346,2.878606408468479,1.2800000000000002
1.6424482994301661,4.385242507601252,5.153304810092005,1.3800000000000003
2.230907882360404,4.939064419896119,5.72201389629774,1.4800000000000004
2.2996689477338017,6.694760994321655,6.633251537450789,1.5800000000000003
2.9902085893565147,8.165351783637538,8.239222223745992,1.6800000000000004
2.907799811094702,7.7307466320451725,8.686531004187184,1.7800000000000002
2.2475669284969473,7.828688866762868,8.770731914132405,1.8800000000000003
2.0883528405929965,7.738195568057806,9.69971536550934,1.9800000000000004
2.7598308350122975,7.639841969229235,8.84337137449477,2.080000000000001
2.2578476473193327,7.827690053598567,8.856077115572246,2.1800000000000006
2.3024136746359103,7.7701076022397535,9.600092857905073,2.2800000000000007
2.2145661117154867,7.866953512280503,9.665845188980022,2.380000000000001
1.6549405701454682,7.214685018434949,8.020012827579087,2.480000000000001
2.840129591373614,9.963533423932205,9.907339498307397,2.580000000000001
4.040803606069327,12.45538487523482,14.495975622779687,2.6800000000000006
3.7170855359437796,11.24329274528374,13.141046765049486,2.780000000000001
4.3002315922000856,13.063469227784735,15.298676740351105,2.880000000000001
3.6424824233156454,14.502729510343746,14.713173289541555,2.9800000000000013
7.335584234903781,15.241374702053427,16.110372080624725,3.080000000000001
6.3068247000523945,13.670422494564898,11.877053940731384,3.180000000000001
6.4376238548671525,16.655324231893292,17.60843920741336,3.280000000000001
10.589214145207619,21.587196427756577,22.572870851053594,3.380000000000001
16.164974545531397,24.372674420347863,26.2585330390348,3.4800000000000013
15.277207392197123,24.011039558417664,25.782092772384033,3.580000000000001
