r,g,b,dbins
23.562140088802437,35.37103206863096,37.762614370593084,1.0
18.703131083851925,26.429462740035998,25.792491239484985,1.1
18.072018741401912,24.93445876922641,23.326278234787484,1.2
18.389631444205484,24.76300737330866,22.058237913974807,1.3
17.855063258819147,25.255894974530474,23.836289903439596,1.4
16.729708375661183,24.327775441996863,23.626100292919613,1.5
15.788744082577974,22.584602434495302,21.069557684133805,1.5999999999999999
15.325596056859675,22.114516160204154,20.703536949018744,1.7
14.496081693021933,20.941701317681378,19.362402787320157,1.7999999999999998
14.33649522990478,21.086271621492035,19.79263115083338,1.9
14.150247036604414,20.433126295387126,18.6042037774426,1.9999999999999998
13.399165305335863,19.95538852379356,18.70486741475677,2.0999999999999996
12.512318912509285,18.960680779242427,17.751039142667842,2.2
13.18229652043652,20.39987407964573,19.482138454159482,2.3
12.526880729699089,19.583540154916548,18.755137598918434,2.3999999999999995
11.576028725373158,18.0921773197701,17.123871431920364,2.5
12.250088110582844,19.624869044037744,18.941718294146895,2.5999999999999996
11.9991637468093,19.61934517034436,19.425560011014813,2.6999999999999997
12.152082052747962,19.72933924677469,19.132585905727314,2.8
11.398470252064204,18.580936335830703,17.98484307652912,2.8999999999999995
11.394222880814901,18.742108127132408,18.183936324266046,3.0
11.397347943395758,18.94834007359783,18.502706461097794,3.0999999999999996
11.165814692092273,18.765498596527816,18.40920158503082,3.1999999999999993
11.374828493585643,19.367038129419047,19.136705682220335,3.3
11.286942898203714,19.31683625381892,19.040794764724595,3.3999999999999995
11.350540987330874,19.58304037087139,19.37496495063812,3.5
11.064996146333204,19.267107532679393,19.148574526702124,3.5999999999999996
10.489224579181954,18.400441327483843,18.43126058346561,3.6999999999999993
10.376711037450885,18.34429576085485,18.40214787149463,3.8
10.447420103708176,18.645580717547215,18.788456152510655,3.8999999999999995
10.481712883497861,18.89595217409507,19.204872486525954,3.999999999999999
10.342518145106908,18.679210126456592,18.938548508863917,4.1
10.30621111335462,18.76792786876988,19.10362796761286,4.199999999999999
10.130561046777098,18.517586181304083,18.859734308773472,4.299999999999999
10.158460643183815,18.757257143624336,19.22864550049022,4.3999999999999995
9.848769306770956,18.26014933334789,18.782063006569278,4.499999999999999
9.844537210337847,18.472024786492202,19.167623996697248,4.6
9.691417316797674,18.23285489587044,18.885069456151182,4.699999999999999
9.501744056836719,17.96953408720235,18.64854775403449,4.799999999999999
9.352213595302826,17.72986751991778,18.404615831483262,4.899999999999999
9.208596816499954,17.56248025822404,18.314977005592564,4.999999999999999
9.062965196888195,17.362313609368698,18.158286770632596,5.1
9.001370682104278,17.399333039736415,18.35344537440811,5.199999999999999
9.046301849286346,17.60671346364368,18.662285713397694,5.299999999999999
8.83671765886856,17.31514242676492,18.468990921097667,5.399999999999999
8.878203834305898,17.462673000256046,18.62338437083829,5.499999999999999
8.52224811189457,16.75187246469696,17.840067575309956,5.6
8.20694786813638,16.19516185006989,17.400265570189816,5.699999999999999
8.061501774003297,15.979434440679402,17.232105687019452,5.799999999999999
8.096341230894843,16.103125088560763,17.374355436393618,5.899999999999999
8.13040236593375,16.282464660746207,17.705130798378878,5.999999999999999
7.885803668829313,15.866165392827932,17.394050165704844,6.1
7.717627827205943,15.646869885689679,17.332326563581937,6.199999999999999
7.4115559485565985,15.011704672585795,16.600678503512224,6.299999999999999
7.260842090044661,14.69466732296349,16.21274377409816,6.399999999999999
7.4233584874853324,15.08609578764463,16.682125391917545,6.499999999999999
7.283644681689774,14.851586380424482,16.493670711111477,6.599999999999999
7.044164543204449,14.360334171218009,15.977253789234634,6.699999999999999
6.936670147698072,14.128166345389332,15.737159927033666,6.799999999999999
6.7798584540047475,13.855700519021909,15.528270333218853,6.899999999999999
6.681653664339734,13.705351610691489,15.453072608731231,6.999999999999998
6.693550581225261,13.737678732042323,15.544000810704642,7.099999999999999
6.46444334008758,13.269126935645016,15.052070990876551,7.199999999999999
6.441553872125671,13.317654275144744,15.198296838250057,7.299999999999999
6.562702163276016,13.622897836779659,15.569839797479501,7.399999999999999
6.4720474973914275,13.445112332744547,15.381195299916676,7.499999999999998
6.639459251871634,13.830413765005554,15.786216602538891,7.599999999999999
6.589239373216083,13.804318297674016,15.833971762025493,7.699999999999999
6.510131974927355,13.702922028589063,15.770023815053579,7.799999999999999
