r,g,b,dbins
3.07020703415934,16.35631031678824,11.401228751873717,0.45
2.81226050024783,14.615331146690163,10.25948082980165,0.55
3.0207314627738078,15.614258678098777,10.817239783658875,0.6499999999999999
3.3833827824223417,17.68486317759771,12.19528375441533,0.75
3.7187891697161564,19.646001072027293,13.526201611077674,0.8499999999999999
3.9343257539802567,21.07915681787132,14.488659753648275,0.95
4.311283511438209,23.619793466671236,16.295246205126777,1.0499999999999998
4.460288347304605,24.783091118612813,17.15571145819363,1.15
4.5584455840774725,25.766547723595536,17.899311010514975,1.2499999999999998
4.503354540871907,25.803501986218677,18.038648884853274,1.3499999999999999
4.4969092106809345,26.113470147151553,18.38078245833011,1.4499999999999997
4.333365626595584,25.37102531714123,18.026422857140695,1.5499999999999996
4.36717034983092,26.101631182051705,18.773323506909264,1.6499999999999997
4.2233477135962705,25.40002889270857,18.387115002096948,1.7499999999999998
4.388366443531345,26.6785945753693,19.305474008248545,1.8499999999999996
4.225867481564825,25.54111497154646,18.47634651395532,1.9499999999999995
4.138047068497736,25.018115275577152,18.20984748268732,2.05
3.8762491282199063,23.51611123874993,17.298253554970213,2.1499999999999995
3.455414819441884,20.835077395539983,15.452796302609803,2.2499999999999996
3.1584905360500235,18.929935089989037,14.178668312147437,2.3499999999999996
2.958674315925645,17.830380494389605,13.672277060659749,2.4499999999999993
