r,g,b,dbins
3.0303394266775,19.854966574364553,16.34545734717949,2.1399999999999997
3.1630049576932993,20.335821909628987,16.448482763466796,2.24
3.2537075660050334,20.282375262169708,16.07568838958962,2.34
3.3469822961694105,20.34024475079639,15.75669110398997,2.4400000000000004
3.3465126406727603,20.221452234532908,15.62839754804308,2.54
3.4341437919858167,20.528706206989796,15.65483568748213,2.6400000000000006
3.62469016180832,21.42211059899286,16.008457558858296,2.74
3.649473173847885,21.548848628739204,16.104077004430312,2.8400000000000007
3.6849927954737574,21.831266745234142,16.362456260752456,2.9400000000000004
3.8155860072230965,22.630152687739624,16.900355166111407,3.040000000000001
3.948695693760712,23.571489459366365,17.577711655374394,3.1400000000000006
4.020998654322515,24.09047630400353,17.968121633460335,3.240000000000001
4.024598864418676,24.28181631783221,18.17349420048993,3.3400000000000007
4.005059425085337,24.303702976935348,18.243511063813507,3.4400000000000013
3.9053116936085273,23.777880785541733,17.90617284870543,3.540000000000001
3.7249383213988527,22.717780738936423,17.156232764699624,3.6400000000000015
3.666108684818093,22.425536157270052,16.954171367066742,3.740000000000001
3.705962736701342,22.664902717665292,17.12214113816935,3.8400000000000016
3.7513012511231683,23.138111545615605,17.454596561374863,3.9400000000000013
3.7479593855580697,23.201532509329326,17.53015097954825,4.040000000000002
3.7404458104514653,23.271043257067213,17.650993685766956,4.1400000000000015
3.651728696119584,22.751432657751735,17.29892061783343,4.240000000000002
3.66351581612212,22.827859771269274,17.32134681607117,4.340000000000002
3.6789346255948003,22.8817416539855,17.320579625167365,4.440000000000002
3.7024232428473534,23.08846762820179,17.446463724788334,4.540000000000002
3.661527891497127,22.891245181672137,17.35239977148955,4.640000000000002
3.6402271754221296,22.82773781553932,17.347549591542748,4.740000000000002
3.654009563171961,23.026490455578397,17.52972858671141,4.8400000000000025
3.6141512023202846,22.887150510874562,17.49812028731131,4.940000000000002
3.6312486640284765,23.1692277900666,17.801576979818392,5.040000000000003
3.661885547571012,23.49206223374787,18.080046534371295,5.140000000000002
3.6520727542868574,23.546588908248875,18.167617028407516,5.240000000000003
3.6189621458038292,23.420517584819294,18.16761949261355,5.3400000000000025
3.604997566073675,23.426550992048575,18.244657689687426,5.440000000000003
3.6190270334189734,23.620281788848967,18.478362223233532,5.540000000000003
3.6408569048248616,23.87888814841915,18.756910654546413,5.640000000000003
3.608219708112097,23.762765263285367,18.746427999140643,5.740000000000003
3.5411171634191287,23.387848777948147,18.551013798410317,5.840000000000003
3.494341619623275,23.17987049668517,18.4891178172425,5.940000000000003
3.4397629947130763,22.881144163364187,18.340631955817003,6.040000000000004
3.3644341367854427,22.382864307342928,18.031625596203625,6.140000000000003
3.335791156825736,22.257835147288677,17.999308528424308,6.240000000000004
3.3044289266381393,22.07593712777672,17.92087533277355,6.340000000000003
3.240172393421833,21.669558513909706,17.690700508727573,6.440000000000004
3.1954027970747525,21.42853309390253,17.576013093468354,6.540000000000004
3.1772242437626663,21.39539964942705,17.604597617344687,6.640000000000004
3.083583032346575,20.774517753595745,17.193547081706754,6.740000000000004
2.983039743739132,20.076628406504284,16.717699174614545,6.840000000000004
2.9054905621925453,19.52227830358928,16.33726764718903,6.940000000000004
2.874474108715437,19.360504034911646,16.249454594635377,7.0400000000000045
2.849184937287454,19.251351219021462,16.21743276545286,7.140000000000004
2.878907852927386,19.54598690551727,16.515098046697037,7.240000000000005
2.940505839772091,20.091537470278197,17.015341178352667,7.340000000000004
3.0035322087158485,20.676148915187213,17.56440621936095,7.440000000000005
3.069422632493679,21.29043825219332,18.136077232388175,7.5400000000000045
3.0378693530981953,21.13031819005944,18.081372605787855,7.640000000000005
2.9915318909297235,20.791356648716366,17.869439288322347,7.740000000000005
2.950275061443228,20.510289866660663,17.698130735879474,7.840000000000005
2.9103508724106706,20.275542636082484,17.555848131017452,7.940000000000005
2.8665034627856842,19.976766329334346,17.345983525767785,8.040000000000006
2.766143496025914,19.19160184367027,16.714181410141926,8.140000000000004
2.654007471617606,18.285766402057362,15.965332133701299,8.240000000000006
2.4996961543039684,17.034264590018612,14.999149135761673,8.340000000000007
2.3766275450420005,16.051880974104826,14.285074871740811,8.440000000000005
2.2527005850725614,14.97436006025084,13.377793390907655,8.540000000000006
2.3538007101357845,15.676881177066308,13.96151401178925,8.640000000000004
2.5123199205166418,17.19339294585196,14.953005464480874,8.740000000000006
2.3057523968320135,15.33368070029179,13.679241350562734,8.840000000000007
