r,g,b,dbins
5.456439554164872,14.188269725752631,8.834550028894954,1.0
2.864895709427283,8.12302207482889,5.622173718796913,1.1
2.8619230454106823,7.932186159397114,5.521114232434286,1.2
3.973996591014063,9.72543715747073,6.653469648346457,1.3
2.7181373249119165,7.346981925261241,5.550991050456045,1.4
2.1517937579226407,6.180720604967901,4.435768448875761,1.5
2.1608368818315933,6.4344261148378346,4.638451437956347,1.5999999999999999
2.8366604799898885,7.636510071569003,5.667004784207905,1.7
2.0414109638554123,5.166357021012338,4.128266367506772,1.7999999999999998
2.0747905393200727,5.989391213876924,4.811129595479153,1.9
2.1263916511930185,6.206299657085264,4.9191893912099784,1.9999999999999998
2.1387930696109247,6.178471361705135,4.930767594539028,2.0999999999999996
2.1519056644735475,6.163856741000585,4.4948900628432416,2.2
2.130508604803449,6.17584836422696,4.9835895381862665,2.3
2.0725179732695143,5.972480048901902,4.840612292015072,2.3999999999999995
1.4978891312274143,5.509226029288175,4.413944094548754,2.5
2.051774509422021,6.055535125645664,4.962889859731526,2.5999999999999996
1.4961469247558026,5.749719809328483,4.585877599352651,2.6999999999999997
2.1617088023256983,6.90503260336104,5.746182401208028,2.8
1.4971681125566056,5.957896476223472,4.676332632467474,2.8999999999999995
2.0743236001077743,6.136335992177057,5.08399288088974,3.0
2.224549695389938,7.219523119082749,5.994392689828794,3.0999999999999996
2.2544397259059754,7.363139270765822,6.094810383165067,3.1999999999999993
2.2038392630587196,7.1030142999957055,5.912167167805562,3.3
2.2564489026786645,8.039477112676611,6.1690748371089175,3.3999999999999995
2.2618275315872776,8.123785816384506,6.818161005023876,3.5
2.2462232759889447,8.029791360000255,6.152982611115538,3.5999999999999996
2.23068402404961,7.314766896200278,6.124627142118515,3.6999999999999993
2.2083364275479664,7.26122402101721,6.093441155898604,3.8
2.222228506568865,8.005572509538782,6.787899817889833,3.8999999999999995
2.280872037281245,8.120830882155461,6.886094200374954,3.999999999999999
2.335986780231531,8.435457455530146,7.115811116273548,4.1
2.2988602770274817,8.376710857707836,7.097489593826332,4.199999999999999
2.3309702001892294,8.44109962242258,7.172410095758888,4.299999999999999
2.300587671355689,8.375842073412011,7.127918883473548,4.3999999999999995
2.3144800767012175,8.337295286263618,7.068757408532587,4.499999999999999
2.29681334308581,8.301192175037128,7.04474827304717,4.6
2.3123894330748906,8.268867010378527,7.033550045967692,4.699999999999999
2.3108047578069337,8.270026375194831,7.043684103658285,4.799999999999999
2.354207249628988,8.466906644114923,7.188668279385695,4.899999999999999
2.4036709885750724,8.60088429265501,7.302175827778429,4.999999999999999
2.4088323421199496,8.61846481025692,7.345722524494518,5.1
2.3752525382032643,7.913167417925317,7.2429450865874,5.199999999999999
2.3882672901651447,8.625708625534887,7.326949364852928,5.299999999999999
2.3989304557304125,8.050886959584155,7.363296751803512,5.399999999999999
2.3877130065569707,8.620680235848647,7.334773422866697,5.499999999999999
1.4925036222835828,7.89021826959497,7.251537869615544,5.6
1.4936581759465202,7.447293651237998,6.797453587364785,5.699999999999999
1.490319156042118,7.626485743681103,6.934994000584779,5.799999999999999
1.4899066514821089,7.698047920589583,6.979372274395863,5.899999999999999
1.491471479574198,7.6016200854152505,6.926515747205587,5.999999999999999
1.4935762562621802,7.064014059244605,6.3522229772179735,6.1
1.4938197494458691,7.088392701038257,6.38202032086246,6.199999999999999
1.4946862874005171,7.061623592786122,6.336545623299064,6.299999999999999
1.4950111106241528,7.099648232458889,6.367156960027346,6.399999999999999
1.4922204328376205,7.785942588298266,7.086168262982588,6.499999999999999
1.4917643325240335,7.219776792169781,7.122781171047289,6.599999999999999
1.4932174180023514,7.197767477373058,6.443071728871398,6.699999999999999
1.4904434502287511,7.920596850361494,7.2062915172520565,6.799999999999999
1.4894090678230287,7.333573607697349,7.233800929108843,6.899999999999999
1.4902658782314628,7.388983427423493,7.278329827468311,6.999999999999998
1.4902363681301865,7.427982012692045,6.476717810253743,7.099999999999999
1.4906973005347,7.417596400783582,6.445494891519996,7.199999999999999
1.489989311222975,7.441608826557296,7.357151001163314,7.299999999999999
1.488091581777352,7.454656287926982,7.37417826232345,7.399999999999999
1.4853247441565194,7.463549113302921,7.423234994678341,7.499999999999998
1.4795594636579135,8.233355073042892,7.427243728202084,7.599999999999999
1.4832952540775384,8.20865887571259,7.405721166179815,7.699999999999999
1.4862456945373903,8.19081199595693,7.34365942871776,7.799999999999999
1.4919678811610828,8.056829723279698,7.1860934262735,7.899999999999999
1.4916588902698322,8.038304664270806,7.12068047274,7.999999999999998
