r,g,b,dbins
3.876470645733129,9.199085902760942,6.251799778967685,1.0
1.491128177978499,4.770873295948943,3.4395014462690248,1.1
1.4842389653716832,5.040275423086321,3.4557017720061523,1.2
1.475419218832663,5.603337053030966,4.033201738369589,1.3
1.4949209310248193,4.299404656950926,3.4755790547168384,1.4
0.005447140954506439,3.4766981140904427,2.2879735150052873,1.5
1.4967582536076598,3.4014304834508975,2.4855771408278278,1.5999999999999999
1.4947061626853795,4.170687054323809,3.345801363491977,1.7
0.47839620704715213,2.7965098672942346,2.4919789661287233,1.7999999999999998
0.43523846714952813,3.0593106535587133,2.4902972350248973,1.9
0.042727635786266836,3.468500400182575,2.4515735584837284,1.9999999999999998
0.3371320946742496,3.853485586742919,3.1590027743249234,2.0999999999999996
0.14589100881822192,3.297117809041387,3.28249365061701,2.2
0.10853529388936395,4.057664343409478,3.2781249926348233,2.3
0.19604775327562202,3.396828044767312,2.4781505375955266,2.3999999999999995
0.10015804390761683,3.4594950425377866,2.467946831485269,2.5
0.1985926970978793,3.470131114131428,3.454872832663515,2.5999999999999996
0.28621014763836317,3.4796427376997903,3.4407417273948537,2.6999999999999997
0.2146848686422804,4.119865699349337,3.4670877113055023,2.8
0.0865277342363214,4.1562269684392215,3.484687301269699,2.8999999999999995
0.10618083314680292,3.4643738815055425,3.4821539896201834,3.0
1.495522038599858,4.3979964072143245,4.321752704410304,3.0999999999999996
1.4950016050960844,5.0556675546741445,4.266962033065461,3.1999999999999993
1.4956907367665628,4.404591627182418,4.250708685318919,3.3
1.494434631228944,5.091360078058411,4.364928916049626,3.3999999999999995
1.4922688185094637,5.055337202191306,4.285084078103231,3.5
1.494098968203661,5.058580431372118,4.317091624020728,3.5999999999999996
1.4955778088379685,5.074637998275022,4.361616366572291,3.6999999999999993
1.4954940145320956,5.041698089671158,4.41010358613602,3.8
1.4950852609628178,5.180524114043002,4.451084529361619,3.8999999999999995
1.493045491872419,5.164501384423181,4.455080917416115,3.999999999999999
1.4906978237202115,5.924274124171286,5.173784356203713,4.1
1.4921077490055124,5.903409208618264,5.218425116197229,4.199999999999999
