r,g,b,dbins
4.4560050755861935,5.968821448495812,5.310981499541945,1.0
0.902106466649227,2.0059735374703465,1.9227338459541692,1.1
0.4984753244611147,1.468049330737853,1.4497531331360094,1.2
1.1072383465246063,2.6973607478419104,1.890765392383491,1.3
1.3173477048821727,1.0105930602884414,1.0329372723774723,1.4
0.4963613844174557,1.0155021365442174,0.9620961426509653,1.5
1.2342129319523591,1.6472445555860395,1.7320303597573203,1.5999999999999999
1.1684252604017697,1.5641147962308015,1.6084055974226887,1.7
0.49636024135488294,0.9046007133066605,0.8910081869834331,1.7999999999999998
1.2830126074942094,0.9360521618094314,1.8267248663762647,1.9
1.140386041828087,1.8663579853555257,1.8117976402818547,1.9999999999999998
0.49651478693455753,1.1698422985046808,1.1382863192867465,2.0999999999999996
0.4955430385726602,1.31594423163747,1.282238206256184,2.2
0.4945308313257402,2.101994083427654,2.1118660563382745,2.3
0.49433465087813727,1.3037395251297075,1.2394394022863682,2.3999999999999995
0.4932694278609445,1.165441564891763,1.0231963573008866,2.5
1.2988665293678106,2.1263673416743867,2.092813484227764,2.5999999999999996
0.49604254358370853,2.0145728854390725,1.944419241817745,2.6999999999999997
0.4971461897386075,2.0525877890599764,1.9605239367239933,2.8
0.49787041355887174,1.317674455626401,2.095359643443894,2.8999999999999995
0.4971585299886745,2.0467485873112654,1.9579656380829358,3.0
1.056080815238294,2.6560941645600247,2.6808189174005217,3.0999999999999996
1.0332352465994539,2.0086835348243106,2.8185852875136383,3.1999999999999993
0.948591562526025,2.486169616400576,2.5531491096208017,3.3
0.881268869878866,3.035729908772046,3.2514567243955526,3.3999999999999995
0.9967844492706015,2.993626662229511,3.166443876341098,3.5
1.0611138906238118,2.438307824431735,2.5981719364963665,3.5999999999999996
0.49767179569792064,1.8676842308661872,2.6512090325747444,3.6999999999999993
0.497317965397695,2.059019632248598,2.965973767113058,3.8
1.1840646534316221,2.9547627992185195,3.6688815430251176,3.8999999999999995
1.2607823469966883,2.980668455666568,3.7606429369843597,3.999999999999999
1.1808072386116801,2.868960952809374,3.764283927077203,4.1
0.931794815583162,3.487731554699068,3.587584246576662,4.199999999999999
0.9640429215720508,3.319345511439658,3.534405403838944,4.299999999999999
1.0332340365237866,3.2955999727319885,3.6221877843632813,4.3999999999999995
1.0186576993448084,2.72794545802884,3.5834165171162504,4.499999999999999
1.133071309028714,3.4247001235525634,3.5994415141433005,4.6
1.1345856830993233,3.4847015077380945,4.48830424755473,4.699999999999999
1.0900849965051245,3.567019759348482,4.560299379204357,4.799999999999999
1.0278098471575883,3.6544698055107903,4.757055943013489,4.899999999999999
1.0498651906800502,3.789326839453244,4.778393310205801,4.999999999999999
1.1454409455068144,3.945878037546687,4.966732090361286,5.1
1.0717869623388117,4.00788936578532,5.239039150748358,5.199999999999999
1.7797214250909605,5.0329394258825,6.095024746657583,5.299999999999999
1.7384838012295891,4.892057598962217,5.002729277401143,5.399999999999999
1.7597994178539045,4.597647941895238,4.837182687352628,5.499999999999999
1.1275167717431571,3.6669109925074865,4.551367827351778,5.6
1.1595698615907153,3.4048665612588875,4.300133220851306,5.699999999999999
1.1485992201421704,3.149008834556762,4.283497036614312,5.799999999999999
1.064861814511086,3.154405817864018,4.330785530559088,5.899999999999999
1.0535889115638448,3.6246827845659673,4.3797323768388035,5.999999999999999
1.017513525787548,3.081915188086575,4.162539965115244,6.1
1.878230513829465,2.563662381320866,4.147375618555497,6.199999999999999
1.881700546998711,2.787980738975392,4.257389787427926,6.299999999999999
1.8816059159314096,2.7809215547203383,4.07726841975016,6.399999999999999
