r,g,b,dbins
3.0349857653027814,4.506594731490319,3.814202906752308,1.0
0.0,0.43770061278085787,0.4753789577540587,1.1
0.0,0.4416744194718568,0.464999293581668,1.2
0.49501121229143263,1.3733968446871492,1.3571726141833735,1.3
0.4944674834200292,1.0105930602884414,1.0329372723774723,1.4
0.4963613844174557,0.49612001014750945,0.49629195446702373,1.5
0.4946996670078478,0.4968770526444962,0.4966304144684137,1.5999999999999999
0.49517690771451794,0.49645639254611845,0.4964164185263646,1.7
0.49636024135488294,0.49691890448316167,0.4972291301742545,1.7999999999999998
0.49493712581067534,0.9360521618094314,0.9044786799162174,1.9
0.49630962314264454,0.4952063929989083,0.9782941035161391,1.9999999999999998
0.49651478693455753,0.49620108759335824,0.49653547300546663,2.0999999999999996
0.4955430385726602,0.4878760752554772,1.282238206256184,2.2
0.4945308313257402,1.3465625387736913,1.3302925037218718,2.3
0.49433465087813727,0.48742864761332166,1.2394394022863682,2.3999999999999995
0.4932694278609445,1.165441564891763,1.0231963573008866,2.5
0.4940664795142645,1.0471479040189857,0.9650208485577371,2.5999999999999996
0.49604254358370853,1.0363488481552916,0.9123123424456046,2.6999999999999997
0.4971461897386075,1.1156173096192366,0.972918559158105,2.8
0.0,1.317674455626401,1.1983040101180755,2.8999999999999995
0.4971585299886745,1.236339255617276,1.1510128657535748,3.0
0.4963257674286718,1.1412371713067726,1.086465043184611,3.0999999999999996
0.49722261239300247,1.216713166923954,1.14861218822403,3.1999999999999993
0.0,1.3406699492725083,1.279152275283769,3.3
0.0,1.3407986896551587,2.0666049583378383,3.3999999999999995
0.49713281359832,1.8881134454745565,2.015415444866177,3.5
0.0,1.2611677040422364,1.3384794085017513,3.5999999999999996
0.0,1.219886934685286,1.2746254717789194,3.6999999999999993
0.497317965397695,1.3046877407411968,2.006795068566466,3.8
0.4962343465842145,2.2109050267440877,2.2806867109022586,3.8999999999999995
0.49518804207430944,2.2270249658642904,1.9470817923114294,3.999999999999999
0.4956505230586021,2.1825351216087996,2.0366831002149803,4.1
0.4970429120436267,2.0602411900630644,2.891928518656699,4.199999999999999
0.4972269351680129,2.18270285703325,1.9415177132677999,4.299999999999999
